457.86,-313.62,442.46,198.54,-27.686,-79.492,-179.71,-82.922,60.828,-77.382,-69.297,62.69,29.786,-103.28,-88.619,-9.8888,-78.45,-44.024,-29.844,-10.105,-11.826,-7.5558,-42.692,-40.683,-17.567,32.81,52.625,-6.4403,-28.823,9.8524,-6.2494,-19.106,14.139,-20.821,32.321,-10.87,-37.371,-10.759,5.9394,17.351,-14.395,14.042,-11.75,-4.2971,-20.748,25.721,9.8594,-6.072,10.233,3.8269
1526.8,350.27,-147.09,376.15,-683.32,87.968,230.23,-81.257,68.621,10.249,26.663,-40.077,-12.31,-119.32,68.774,40.042,30.089,-39.105,-73.641,59.294,42.807,-29.59,12.846,-0.81666,-15.765,-32.217,-43.532,14.229,20.022,-17.595,5.5757,7.4744,30.301,-15.568,-15.651,-2.8616,-28.202,-24.464,-14.079,31.78,-14.189,1.0221,-10.353,-17.525,12.473,-17.107,-0.62959,-6.8838,7.5542,-35.795
1388,179.86,328.53,7.9788,-282.57,-243.65,81.364,-51.486,193.45,-139.29,-80.347,76.028,59.059,-12.988,-45.88,-64.492,54.048,-48.548,12.978,43.089,1.7717,18.542,14.703,41.78,0.21882,-5.6303,-54.643,-24.428,23.675,1.6006,-10.084,-14.802,10.99,23.55,-2.7865,-22.85,-17.596,20.728,10.009,13.778,-5.6261,5.8024,15.603,11.494,19.074,-24.515,-16.998,-13.935,15.185,-12.312
1661.6,526.72,-72.034,796.38,39.228,-181.61,-107.87,189.2,-84.39,-147.67,-78.019,22.942,-67.659,8.7575,-59.057,-37.901,-58.041,35.261,25.747,23.882,53.44,14.503,-21.393,45.955,-1.7045,3.217,-45.315,23.738,8.0294,1.533,5.2596,27.746,-40.679,39.725,11.027,-26.917,-7.8439,10.927,16.983,-26.28,-4.8587,-13.418,11.393,-2.4466,-8.9545,7.7392,8.5772,1.8899,-6.0812,10.487
1866.3,370.62,34.734,620.88,-35.188,-101.73,102.09,-47.883,-17.662,-19.289,-1.5378,-25.153,-56.591,-100.93,14.638,60.393,5.5592,-8.1605,-86.105,35.79,94.467,-25.988,8.1808,4.8969,-14.875,6.1275,-45.446,46.785,25.602,-18.23,9.3694,-2.6306,34.738,1.0841,-23.576,9.165,-25.473,-31.199,17.957,0.91762,-12.001,14.835,-4.6251,-35.405,19.337,5.3091,-7.2986,-9.2495,-4.4742,-15.612
1300.6,511.58,4.4622,529.71,-436.81,-88.329,-79.712,212.96,-68.026,-120.57,-57.222,-15.21,-23.259,-17.376,-82.375,-4.1792,-105.96,9.3428,80.411,29.37,-24.539,30.097,9.4813,55.803,-7.935,-16.31,-37.576,-8.6889,2.4285,18.529,3.8932,37.649,-47.673,55.119,21.49,-9.9624,25.872,9.0455,1.6867,-10.581,-22.35,-17.421,7.75,20.266,-3.9442,21.555,17.935,-7.1616,25.395,-10.958
1226.5,342.03,366.57,309.74,-292.46,-203.55,85.698,111.23,34.145,-118.45,-15.275,-123.49,-81.83,25.578,34.162,0.72259,-75.013,-67.636,-20.602,32.534,11.862,-30.985,-38.233,28.926,-2.4006,6.5516,-27.266,-14.468,-21.993,12.421,15.537,29.615,-23.898,28.421,13.265,4.4191,3.4789,8.2554,-4.772,19.528,0.064432,-28.918,14.938,6.3838,11.398,2.855,-8.2393,-13.1,-11.209,-13.762
1437.2,197.18,340.85,552.85,373.68,-198.13,118.18,29.909,68.896,-187.17,-64.544,-29.058,-82.386,-59.856,-1.8328,28.353,46.216,-70.596,-36.691,0.64155,31.876,13.456,-57.567,43,15.401,17.7,2.6242,21.951,29.119,-16.268,-13.657,13.599,3.2482,23.562,-9.4047,-4.5718,-0.88064,16.805,13.791,6.022,16.514,3.4225,-13.1,-2.2258,23.554,-12.477,10.668,1.1751,1.1421,2.6032
1396.8,538.5,126.84,721.51,234.43,-295.31,136.98,-35.527,-53.402,-87.431,-36.838,-120.99,-163.63,-24.965,-9.4382,37.058,6.1508,-83.287,-66.347,-0.55247,88.292,-21.61,-0.99634,31.542,-20.439,26.996,-29.475,40.559,-23.657,34.474,-10.687,-5.1482,-16.919,25.17,-23.16,-5.5748,1.4455,-5.2171,-10.637,-1.2372,20.464,5.32,-8.7325,-22.079,21.217,-11.538,5.7336,5.1841,-29.835,-9.8719
783.13,478.35,604.51,90.112,-183.27,-25.961,87.822,62.774,76.734,-173.63,-37.303,-26.23,-24.247,28.302,-15.784,13.611,4.2689,-80.37,10.237,19.262,-36.29,12.318,-43.913,31.781,-14.355,4.3011,-9.3587,-24.984,29.844,-0.45536,14.264,-8.5372,-8.7429,8.2279,-8.9916,26.254,-9.5719,19.532,-0.46612,30.571,-0.77525,31.56,-9.0981,6.4633,4.8035,-5.6149,-13.941,-27.945,-0.43904,2.2999
